Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,Platform,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
QPSK,0.0314,0.0628,0.055,64,0.12,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.0790860652923584
BPSK,0.018,0.03,0.025,32,0.02,-0.02,1.0,hardware,80.0,0.005000000000000001,8,10,0.11733508110046387
QPSK,0.042,0.03,0.025,32,0.02,0.03,1.0,software,70.0,0.0075,7,10,0.08877086639404297
QPSK,0.0314,0.0628,0.115,24,0.35,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.10143303871154785
QPSK,0.0314,0.0628,1.0,32,0.5,0.005,1.0004,hardware,10.0,0.022500000000000003,1,10,0.08591961860656738
BPSK,0.0314,0.075,0.09,32,0.15,0.0,1.0,software,80.0,0.005000000000000001,8,10,0.07780933380126953
BPSK,0.0314,0.0628,0.025,48,0.12,0.005,1.0004,hardware,40.0,0.015,4,10,0.09796524047851562
QPSK,0.0314,0.018,0.18,32,0.15,0.0,1.0,software,40.0,0.015,4,10,0.0976560115814209
QPSK,0.35,0.1,0.025,32,0.02,-0.02,1.0,software,0.0,0.025,0,10,0.08159041404724121
QPSK,0.0314,0.0628,0.025,32,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0831911563873291
BPSK,0.0314,0.0628,0.115,16,0.02,0.005,1.0004,software,60.0,0.010000000000000002,6,10,0.10214924812316895
BPSK,0.25,0.1,0.025,32,0.02,0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.07884836196899414
QPSK,0.0314,0.075,0.018,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08107185363769531
BPSK,0.0314,0.1,0.025,32,0.02,0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.09940052032470703
QPSK,0.0314,0.0628,0.25,48,0.5,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.0845181941986084
QPSK,0.0314,0.0628,0.055,64,0.18,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.09102129936218262
QPSK,0.0314,0.0628,1.0,32,0.12,0.005,0.9992,software,0.0,0.025,0,10,0.08906102180480957
BPSK,0.055,0.0628,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.10110235214233398
QPSK,0.0314,0.0628,0.115,24,0.35,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0881345272064209
QPSK,0.0314,0.0628,0.5,48,0.12,0.005,0.9996,hardware,0.0,0.025,0,10,0.06842827796936035
BPSK,0.0314,0.0628,0.045,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08215022087097168
QPSK,0.0314,0.0628,0.055,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.09313726425170898
BPSK,0.0314,0.0628,0.055,32,0.08,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.08405685424804688
QPSK,0.0314,0.0628,0.25,64,0.12,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.09166550636291504
QPSK,0.0314,0.0628,0.01,24,0.25,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08540105819702148
BPSK,0.0314,0.0628,1.0,24,0.12,0.005,1.0004,software,0.0,0.025,0,10,0.10389256477355957
BPSK,0.0314,0.0628,0.055,24,0.0,0.005,1.0008,hardware,50.0,0.25,5,10,0.073455810546875
BPSK,0.0314,0.0628,0.025,48,0.35,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.10171008110046387
BPSK,0.35,0.1,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08384227752685547
BPSK,0.042,0.0628,0.025,32,0.02,-0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.07915997505187988
QPSK,0.0314,0.7,0.055,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.08071446418762207
BPSK,0.0314,0.0628,0.115,48,0.08,0.005,1.0,hardware,30.0,0.017499999999999998,3,10,0.07484722137451172
BPSK,0.0314,0.0628,0.25,48,0.18,0.005,0.9999,hardware,50.0,0.0125,5,10,0.07348299026489258
BPSK,0.0314,0.0628,0.055,32,0.08,0.005,1.0008,software,70.0,0.0075,7,10,0.09081006050109863
QPSK,0.0314,0.03,0.025,32,0.02,0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.1287527084350586
BPSK,0.0314,0.0628,1.0,64,0.12,0.005,0.9992,hardware,0.0,0.025,0,10,0.07361102104187012
QPSK,0.0314,0.0628,0.055,24,0.25,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.08715200424194336
BPSK,0.0314,0.0628,0.01,16,0.02,0.005,0.9992,software,30.0,0.017499999999999998,3,10,0.063568115234375
QPSK,0.0314,0.0628,0.025,64,0.5,0.005,1.0004,hardware,80.0,0.005000000000000001,8,10,0.07028722763061523
QPSK,0.0314,0.0628,0.25,32,0.25,0.005,1.0008,software,0.0,0.025,0,10,0.05921602249145508
QPSK,0.0314,0.0628,0.115,24,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.0777444839477539
QPSK,0.0314,0.005,0.005,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.07810783386230469
BPSK,0.0314,0.0628,0.055,32,0.02,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.06999659538269043
BPSK,0.0314,0.0628,0.055,64,0.0,0.005,0.9996,software,90.0,0.0,9,10,0.08843183517456055
QPSK,0.0314,0.0628,0.055,48,0.0,0.005,0.9996,hardware,90.0,0.0,9,10,0.08361458778381348
QPSK,0.0314,0.0628,0.055,32,0.08,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07387328147888184
BPSK,0.0314,0.0628,0.115,16,0.5,0.005,1.0004,hardware,60.0,0.010000000000000002,6,10,0.0926671028137207
QPSK,0.0314,0.0628,0.055,32,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.07429170608520508
QPSK,0.0314,0.0628,1.0,48,0.18,0.005,1.0,hardware,0.0,0.025,0,10,0.08013343811035156
QPSK,0.01,0.0628,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08165621757507324
BPSK,0.005,0.1,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.0832512378692627
QPSK,0.0314,0.0628,0.025,64,0.12,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.08231663703918457
BPSK,0.0314,0.01,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.09314727783203125
BPSK,0.0314,0.25,0.01,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.09158945083618164
QPSK,0.0314,0.035,0.025,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.0767364501953125
BPSK,0.0314,0.0628,0.5,32,0.0,0.005,1.0008,hardware,0.0,0.5,0,10,0.08934950828552246
BPSK,0.0314,0.0628,1.0,64,0.35,0.005,0.9999,hardware,0.0,0.025,0,10,0.08249735832214355
BPSK,0.0314,0.0628,1.0,48,0.25,0.005,0.9999,hardware,0.0,0.025,0,10,0.08631277084350586
BPSK,0.0314,0.0628,0.01,24,0.25,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08186578750610352
BPSK,0.0314,0.0628,0.025,24,0.0,0.005,1.0004,hardware,90.0,0.0,9,10,0.0963897705078125
QPSK,0.0314,0.0628,0.055,16,0.0,0.005,1.0004,hardware,90.0,0.0,9,10,0.07850193977355957
QPSK,0.0314,0.09,0.09,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.09513735771179199
BPSK,0.0314,0.0628,0.025,16,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.09341216087341309
BPSK,0.0314,0.0628,0.01,16,0.05,0.005,0.9992,hardware,60.0,0.010000000000000002,6,10,0.11463689804077148
QPSK,0.0314,0.0628,0.115,32,0.0,0.005,0.9992,software,90.0,0.0,9,10,0.06455731391906738
QPSK,0.0314,0.0628,1.0,32,0.12,0.005,1.0004,software,0.0,0.025,0,10,0.07274794578552246
QPSK,0.042,0.03,0.025,32,0.02,0.0,1.0,hardware,80.0,0.005000000000000001,8,10,0.08607196807861328
BPSK,0.0314,0.0628,0.01,24,0.12,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.10586214065551758
QPSK,0.0314,0.11,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07940244674682617
BPSK,0.0314,0.0628,0.025,16,0.5,0.005,1.0008,software,80.0,0.005000000000000001,8,10,0.06657552719116211
BPSK,0.0314,0.0628,0.025,64,0.12,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.0787053108215332
QPSK,0.0314,0.0628,0.5,24,0.12,0.005,0.9992,software,0.0,0.025,0,10,0.07816529273986816
BPSK,0.0314,0.0628,0.055,48,0.35,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.0899503231048584
QPSK,0.0314,0.0628,0.055,64,0.08,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08539342880249023
BPSK,0.0314,0.0628,0.25,16,0.18,0.005,0.9999,hardware,10.0,0.022500000000000003,1,10,0.07266616821289062
QPSK,0.0314,0.0628,0.01,32,0.5,0.005,0.9999,software,80.0,0.005000000000000001,8,10,0.07788968086242676
QPSK,0.0314,0.0628,0.5,32,0.05,0.005,1.0008,hardware,0.0,0.025,0,10,0.08174800872802734
QPSK,0.0314,0.0628,0.5,32,0.12,0.005,0.9999,software,0.0,0.025,0,10,0.0818948745727539
QPSK,0.026,0.1,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0812230110168457
QPSK,0.0314,0.0628,0.055,32,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08909058570861816
QPSK,0.0314,0.0628,0.5,16,0.02,0.005,1.0001,hardware,70.0,0.0075,7,10,0.09283995628356934
QPSK,0.0314,0.0628,0.01,16,0.02,0.005,1.0004,hardware,50.0,0.0125,5,10,0.06615686416625977
BPSK,0.0314,0.0628,0.5,16,0.02,0.005,1.0001,software,0.0,0.025,0,10,0.07916975021362305
BPSK,0.0314,0.025,0.055,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.09184813499450684
BPSK,0.0314,0.0628,1.0,32,0.0,0.005,1.0001,software,0.0,0.5,0,10,0.11414408683776855
QPSK,0.0314,0.0628,0.01,48,0.0,0.005,0.9992,hardware,30.0,0.35,3,10,0.08402824401855469
QPSK,0.0314,0.0628,1.0,64,0.35,0.005,0.9999,hardware,0.0,0.025,0,10,0.07543206214904785
BPSK,0.0314,0.0628,1.0,32,0.12,0.005,0.9999,hardware,0.0,0.025,0,10,0.07125425338745117
QPSK,0.0314,0.09,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07232499122619629
BPSK,0.0314,0.0628,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08105182647705078
BPSK,0.0314,0.0628,0.01,32,0.12,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.08914947509765625
BPSK,0.0314,0.0628,0.025,16,0.05,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07960271835327148
QPSK,0.005,0.03,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07217621803283691
QPSK,0.0314,0.0628,0.5,64,0.02,0.005,0.9999,hardware,0.0,0.025,0,10,0.07342720031738281
BPSK,0.0314,0.0628,0.115,48,0.25,0.005,1.0004,hardware,0.0,0.025,0,10,0.07815146446228027
BPSK,0.0314,0.0628,0.01,64,0.05,0.005,1.0008,hardware,60.0,0.010000000000000002,6,10,0.10059833526611328
BPSK,0.0314,0.0628,0.055,16,0.18,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.08341717720031738
BPSK,0.0314,0.0628,0.055,32,0.08,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.09459853172302246
BPSK,0.0314,0.0628,0.01,48,0.05,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.06302499771118164
QPSK,0.0314,0.0628,0.025,16,0.12,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.0654139518737793
BPSK,0.0314,0.0628,0.115,64,0.05,0.005,1.0004,software,60.0,0.010000000000000002,6,10,0.11218070983886719
QPSK,0.0314,0.0628,0.25,64,0.35,0.005,1.0,software,80.0,0.005000000000000001,8,10,0.0954735279083252
QPSK,0.0314,0.7,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06687045097351074
QPSK,0.0314,0.0628,0.055,32,0.12,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.07399797439575195
QPSK,0.19,0.03,0.025,32,0.02,0.0,1.0,hardware,0.0,0.025,0,10,0.0908656120300293
BPSK,0.0314,0.0628,0.025,64,0.5,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.09802031517028809
BPSK,0.0314,0.0628,0.055,48,0.5,0.005,1.0008,software,40.0,0.015,4,10,0.0794672966003418
QPSK,0.0314,0.0628,0.5,48,0.5,0.005,0.9992,software,10.0,0.022500000000000003,1,10,0.06450295448303223
BPSK,0.0314,0.0628,0.025,32,0.02,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.07862210273742676
QPSK,0.0314,0.0628,1.0,64,0.02,0.005,1.0008,software,0.0,0.025,0,10,0.06850314140319824
QPSK,0.0314,0.0628,0.5,48,0.02,0.005,0.9996,hardware,0.0,0.025,0,10,0.07989072799682617
BPSK,0.0314,0.0628,0.25,64,0.08,0.005,0.9996,hardware,70.0,0.0075,7,10,0.07419919967651367
QPSK,0.0314,0.0628,0.25,32,0.08,0.005,1.0,software,60.0,0.010000000000000002,6,10,0.07341504096984863
QPSK,0.0314,0.0628,0.055,24,0.25,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07183647155761719
BPSK,0.0314,0.0628,0.01,24,0.18,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08463501930236816
BPSK,0.0314,0.0628,0.055,16,0.25,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0616455078125
BPSK,0.0314,0.0628,0.115,64,0.5,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.09629511833190918
QPSK,0.0314,0.0628,0.5,64,0.18,0.005,0.9999,hardware,0.0,0.025,0,10,0.06917142868041992
BPSK,0.0314,0.0628,0.25,64,0.08,0.005,1.0008,software,80.0,0.005000000000000001,8,10,0.07601761817932129
BPSK,0.0314,0.25,0.3,32,0.15,0.0,1.0,software,80.0,0.005000000000000001,8,10,0.08052253723144531
QPSK,0.0314,0.0628,0.5,32,0.02,0.005,0.9999,software,0.0,0.025,0,10,0.07874417304992676
QPSK,0.055,0.03,0.025,32,0.02,0.01,1.0,hardware,20.0,0.020000000000000004,2,10,0.07670259475708008
QPSK,0.0314,0.0628,0.055,16,0.18,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.07484197616577148
BPSK,0.0314,0.0628,0.115,32,0.12,0.005,1.0008,software,60.0,0.010000000000000002,6,10,0.10197281837463379
BPSK,0.0314,0.0628,0.055,16,0.25,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.0773618221282959
QPSK,0.0314,0.0628,1.0,24,0.12,0.005,0.9992,software,0.0,0.025,0,10,0.06871724128723145
BPSK,0.0314,0.0628,0.01,48,0.5,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.0784597396850586
QPSK,0.0314,0.0628,0.5,48,0.05,0.005,0.9996,hardware,0.0,0.025,0,10,0.0674278736114502
QPSK,0.0314,0.0628,1.0,32,0.35,0.005,1.0008,software,0.0,0.025,0,10,0.08486223220825195
QPSK,0.0314,0.0628,0.025,48,0.12,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07240438461303711
BPSK,0.0314,0.0628,0.025,32,0.02,0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.09231209754943848
BPSK,0.0314,0.0628,0.055,48,0.35,0.005,1.0001,software,60.0,0.010000000000000002,6,10,0.08700299263000488
BPSK,0.0314,0.0628,0.01,48,0.0,0.005,1.0,hardware,90.0,0.0,9,10,0.08071255683898926
BPSK,0.0314,0.0628,0.025,32,0.5,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.11669588088989258
BPSK,0.0314,0.0628,1.0,64,0.08,0.005,1.0008,software,0.0,0.025,0,10,0.08156943321228027
QPSK,0.0314,0.0628,0.01,64,0.05,0.005,1.0008,software,30.0,0.017499999999999998,3,10,0.07599282264709473
BPSK,0.0314,0.0628,0.055,48,0.25,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08782601356506348
BPSK,0.0314,0.0628,0.5,48,0.02,0.005,1.0008,software,0.0,0.025,0,10,0.09064149856567383
QPSK,0.0314,0.0628,0.115,16,0.05,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.08476734161376953
QPSK,0.7,0.0628,0.025,32,0.02,0.02,1.0,hardware,0.0,0.025,0,10,0.08763241767883301
BPSK,0.0314,0.0628,0.055,16,0.05,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.0876622200012207
QPSK,0.0314,0.0628,1.0,16,0.0,0.005,0.9999,hardware,0.0,0.5,0,10,0.08559536933898926
QPSK,0.026,0.03,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07436537742614746
QPSK,0.0314,0.0628,0.025,48,0.02,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.1041257381439209
BPSK,0.0314,0.0628,0.025,24,0.25,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.07573509216308594
BPSK,0.0314,0.0628,0.115,48,0.35,0.005,0.9996,hardware,40.0,0.015,4,10,0.08908271789550781
QPSK,0.018,0.1,0.025,32,0.02,0.0,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08404803276062012
QPSK,0.0314,0.018,0.5,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.059732913970947266
BPSK,0.018,0.03,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07593989372253418
QPSK,0.7,0.0628,0.025,32,0.02,0.01,1.0,software,0.0,0.025,0,10,0.07341694831848145
BPSK,0.0314,0.0628,0.25,64,0.0,0.005,1.0004,software,80.0,0.1,8,10,0.09105658531188965
QPSK,0.0314,0.0628,0.25,16,0.0,0.005,0.9996,software,60.0,0.2,6,10,0.06565499305725098
BPSK,0.0314,0.135,0.18,32,0.15,0.0,1.0,software,20.0,0.020000000000000004,2,10,0.07100605964660645
BPSK,0.0314,0.0628,0.025,24,0.08,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.09251189231872559
QPSK,0.0314,0.0628,0.025,16,0.18,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.07331609725952148
BPSK,0.0314,0.0628,0.25,64,0.18,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.09201765060424805
BPSK,0.0314,0.0628,1.0,16,0.35,0.005,1.0004,hardware,0.0,0.025,0,10,0.07445049285888672
BPSK,0.055,0.03,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07624006271362305
QPSK,0.0314,0.0628,0.01,64,0.08,0.005,0.9992,hardware,50.0,0.0125,5,10,0.10643291473388672
QPSK,0.0314,0.0628,0.01,64,0.18,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.09853577613830566
QPSK,0.0314,0.0628,0.5,32,0.35,0.005,1.0008,software,0.0,0.025,0,10,0.08256077766418457
BPSK,0.0314,0.0628,0.25,64,0.08,0.005,1.0,software,0.0,0.025,0,10,0.09144043922424316
BPSK,0.35,0.03,0.025,32,0.02,-0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.0830845832824707
QPSK,0.026,0.1,0.025,32,0.02,-0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.07923460006713867
QPSK,0.0314,0.0628,0.025,16,0.5,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.07657933235168457
BPSK,0.0314,0.0628,0.25,24,0.05,0.005,0.9999,software,80.0,0.005000000000000001,8,10,0.0839989185333252
QPSK,0.0314,0.005,0.035,32,0.15,0.0,1.0,software,20.0,0.020000000000000004,2,10,0.11985516548156738
QPSK,0.0314,0.0628,0.01,64,0.35,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.08970403671264648
QPSK,0.0314,0.0628,0.055,48,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08806133270263672
QPSK,0.0314,0.0628,0.115,48,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.08994674682617188
QPSK,0.0314,0.0628,0.5,24,0.25,0.005,0.9999,software,0.0,0.025,0,10,0.0809783935546875
BPSK,0.0314,0.0628,1.0,24,0.0,0.005,1.0001,software,0.0,0.5,0,10,0.07489967346191406
QPSK,0.0314,0.7,0.23,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.0678400993347168
BPSK,0.0314,0.0628,0.25,24,0.08,0.005,1.0008,software,40.0,0.015,4,10,0.10408186912536621
QPSK,0.0314,0.0628,0.25,16,0.12,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.07063460350036621
BPSK,0.0314,0.0628,1.0,48,0.0,0.005,0.9996,software,0.0,0.5,0,10,0.06653285026550293
QPSK,0.0314,0.0628,0.025,48,0.02,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.07778739929199219
BPSK,0.0314,0.0628,0.055,16,0.08,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.07941460609436035
QPSK,0.0314,0.0628,0.01,64,0.08,0.005,1.0004,hardware,30.0,0.017499999999999998,3,10,0.06873321533203125
BPSK,0.0314,0.0628,0.025,48,0.0,0.005,0.9996,hardware,90.0,0.0,9,10,0.08971285820007324
QPSK,0.0314,0.0628,0.5,24,0.05,0.005,0.9992,software,0.0,0.025,0,10,0.07157421112060547
BPSK,0.0314,0.0628,0.5,64,0.0,0.005,1.0001,hardware,0.0,0.5,0,10,0.07985544204711914
QPSK,0.0314,0.0628,0.25,16,0.25,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.07864856719970703
QPSK,0.0314,0.0628,0.25,16,0.12,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.06716537475585938
BPSK,0.0314,0.0628,0.055,64,0.18,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.08028054237365723
BPSK,0.0314,0.03,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0818319320678711
QPSK,0.0314,0.0628,0.01,48,0.35,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.09799671173095703
QPSK,0.0314,0.0628,0.115,64,0.5,0.005,1.0008,hardware,60.0,0.010000000000000002,6,10,0.13276386260986328
QPSK,0.0314,0.0628,0.25,48,0.25,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.09306716918945312
BPSK,0.0314,0.075,0.4,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.1222696304321289
BPSK,0.0314,0.0628,0.115,48,0.12,0.005,1.0001,hardware,40.0,0.015,4,10,0.09822416305541992
BPSK,0.25,0.0628,0.025,32,0.02,0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.09383130073547363
QPSK,0.0314,0.0628,0.25,64,0.05,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.08434629440307617
QPSK,0.0314,0.0628,0.25,64,0.02,0.005,1.0008,hardware,50.0,0.0125,5,10,0.08593273162841797
QPSK,0.0314,0.0628,1.0,16,0.5,0.005,1.0,hardware,0.0,0.025,0,10,0.06714653968811035
BPSK,0.0314,0.0628,0.055,16,0.35,0.005,1.0008,hardware,70.0,0.0075,7,10,0.08549785614013672
QPSK,0.0314,0.0628,0.115,32,0.35,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.09018230438232422
QPSK,0.0314,0.0628,0.01,64,0.5,0.005,0.9999,software,80.0,0.005000000000000001,8,10,0.06950044631958008
QPSK,0.0314,0.0628,0.25,16,0.25,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.08137083053588867
QPSK,0.0314,0.0628,1.0,24,0.05,0.005,1.0001,hardware,0.0,0.025,0,10,0.12351846694946289
QPSK,0.0314,0.0628,0.25,48,0.02,0.005,1.0001,hardware,30.0,0.017499999999999998,3,10,0.08411836624145508
QPSK,0.0314,0.0628,0.055,16,0.25,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.0831298828125
QPSK,0.0314,0.0628,0.25,24,0.0,0.005,1.0004,software,90.0,0.0,9,10,0.0721287727355957
BPSK,0.0314,0.0628,0.5,48,0.02,0.005,0.9999,software,0.0,0.025,0,10,0.06282615661621094
QPSK,0.0314,0.0628,0.025,32,0.0,0.005,0.9996,hardware,90.0,0.0,9,10,0.08629441261291504
QPSK,0.0314,0.0628,1.0,48,0.08,0.005,0.9996,hardware,0.0,0.025,0,10,0.07123708724975586
BPSK,0.0314,0.0628,0.115,32,0.02,0.005,1.0,hardware,20.0,0.020000000000000004,2,10,0.07927322387695312
BPSK,0.0314,0.0628,0.5,32,0.35,0.005,1.0004,hardware,0.0,0.025,0,10,0.08156991004943848
BPSK,0.0314,0.0628,0.01,64,0.08,0.005,0.9992,software,10.0,0.022500000000000003,1,10,0.07757210731506348
QPSK,0.0314,0.0628,0.025,32,0.05,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.07303023338317871
QPSK,0.0314,0.0628,0.115,64,0.02,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.0818932056427002
BPSK,0.0314,0.0628,0.025,16,0.35,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08112072944641113
BPSK,0.0314,0.0628,1.0,64,0.35,0.005,0.9992,software,0.0,0.025,0,10,0.08335542678833008
BPSK,0.0314,0.0628,1.0,16,0.0,0.005,0.9996,software,0.0,0.5,0,10,0.07212209701538086
QPSK,0.0314,0.0628,0.025,48,0.5,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.07907938957214355
QPSK,0.0314,0.0628,0.5,24,0.18,0.005,0.9999,hardware,0.0,0.025,0,10,0.07120537757873535
QPSK,0.0314,0.0628,0.025,16,0.5,0.005,1.0008,hardware,60.0,0.010000000000000002,6,10,0.11426877975463867
BPSK,0.0314,0.0628,0.01,24,0.0,0.005,1.0008,software,30.0,0.35,3,10,0.1334233283996582
QPSK,0.0314,0.0628,0.01,48,0.02,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.09249043464660645
QPSK,0.0314,0.0628,0.25,32,0.35,0.005,1.0,software,70.0,0.0075,7,10,0.08736777305603027
BPSK,0.0314,0.0628,0.025,64,0.12,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.09304404258728027
BPSK,0.25,0.0628,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.10132455825805664
QPSK,0.0314,0.0628,0.115,64,0.05,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07758474349975586
QPSK,0.0314,0.0628,0.25,16,0.02,0.005,0.9996,software,30.0,0.017499999999999998,3,10,0.07716226577758789
BPSK,0.0314,0.0628,0.25,16,0.02,0.005,0.9999,software,60.0,0.010000000000000002,6,10,0.0950620174407959
BPSK,0.0314,0.0628,0.25,64,0.5,0.005,0.9992,software,30.0,0.017499999999999998,3,10,0.10879325866699219
BPSK,0.0314,0.0628,0.115,24,0.18,0.005,1.0001,hardware,80.0,0.005000000000000001,8,10,0.06785058975219727
BPSK,0.0314,0.0628,0.25,64,0.02,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.07299590110778809
